PT,49.99,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650
0.611656,2594.481314,2594.500054,2603.873202,2613.252995,2622.639916,2632.034419,2641.436939,2650.847887,2660.267655,2669.696615,2679.135122,2688.583509,2698.042096,2707.511184,2716.991058,2726.48199,2735.984235,2745.498037,2755.023623,2764.561212,2774.11101,2783.673209,2793.247996,2802.835543,2812.436015,2822.04957,2831.676355,2841.31651,2850.97017,2860.63746,2870.318501,2880.013407,2889.722288,2899.445248,2909.182386,2918.933796,2928.69957,2938.479796,2948.274555,2958.08393,2967.907998,2977.746833,2987.600507,2997.469091,3007.352653,3017.251258,3027.16497,3037.093852,3047.037965,3056.997369,3066.972121,3076.962279,3086.9679,3096.989037,3107.025746,3117.07808,3127.146092,3137.229834,3147.329357,3157.444712,3167.575949,3177.723118,3187.886268,3198.065448,3208.260705,3218.472089,3228.699646,3238.943424,3249.203468,3259.479825,3269.772541,3280.08166,3290.407227,3300.749288,3311.107885,3321.483062,3331.874862,3342.283327,3352.708498,3363.150418,3373.609126,3384.084663,3394.577069,3405.08638,3415.612637,3426.155876,3436.716134,3447.293447,3457.887849,3468.499376,3479.128061,3489.773936,3500.437033,3511.117384,3521.815018,3532.529964,3543.262251,3554.011907,3564.778956,3575.563426,3586.365339,3597.18472,3608.02159,3618.875972,3629.747885,3640.637348,3651.54438,3662.468998,3673.411218,3684.371055,3695.348524,3706.343636,3717.356405,3728.38684,3739.434953,3750.500752,3761.584245,3772.685438,3783.804339,3794.940953,3806.095282,3817.267332
0.611657,2594.481314,2594.500054,2603.873201,2613.252995,2622.639915,2632.034419,2641.436939,2650.847887,2660.267655,2669.696615,2679.135122,2688.583509,2698.042096,2707.511184,2716.991058,2726.48199,2735.984235,2745.498036,2755.023623,2764.561212,2774.111009,2783.673209,2793.247995,2802.835542,2812.436015,2822.04957,2831.676355,2841.31651,2850.97017,2860.63746,2870.318501,2880.013407,2889.722288,2899.445248,2909.182386,2918.933796,2928.69957,2938.479795,2948.274555,2958.08393,2967.907998,2977.746833,2987.600507,2997.469091,3007.352653,3017.251258,3027.16497,3037.093852,3047.037965,3056.997369,3066.972121,3076.962279,3086.9679,3096.989037,3107.025746,3117.07808,3127.146092,3137.229834,3147.329357,3157.444712,3167.575949,3177.723118,3187.886268,3198.065448,3208.260705,3218.472089,3228.699646,3238.943424,3249.203468,3259.479825,3269.772541,3280.08166,3290.407227,3300.749288,3311.107885,3321.483062,3331.874862,3342.283327,3352.708498,3363.150418,3373.609126,3384.084663,3394.577069,3405.08638,3415.612637,3426.155876,3436.716134,3447.293447,3457.887849,3468.499376,3479.128061,3489.773936,3500.437033,3511.117384,3521.815018,3532.529964,3543.262251,3554.011907,3564.778956,3575.563426,3586.365339,3597.18472,3608.02159,3618.875972,3629.747885,3640.637348,3651.54438,3662.468998,3673.411218,3684.371055,3695.348524,3706.343636,3717.356405,3728.38684,3739.434953,3750.500752,3761.584245,3772.685438,3783.804339,3794.940953,3806.095282,3817.267332
0.7,2594.458649,2594.477393,2603.852352,2613.233769,2622.622149,2632.017968,2641.421675,2650.833697,2660.254439,2669.684283,2679.123593,2688.572712,2698.031967,2707.501664,2716.982097,2726.473541,2735.976256,2745.490489,2755.016473,2764.554429,2774.104565,2783.667079,2793.242156,2802.829972,2812.430695,2822.044483,2831.671486,2841.311844,2850.965693,2860.63316,2870.314367,2880.00943,2889.718457,2899.441555,2909.178822,2918.930355,2928.696245,2938.47658,2948.271443,2958.080917,2967.905077,2977.744001,2987.597759,2997.466423,3007.350061,3017.248739,3027.162521,3037.091469,3047.035646,3056.99511,3066.969921,3076.960135,3086.965809,3096.986998,3107.023757,3117.076138,3127.144196,3137.227982,3147.327548,3157.442944,3167.57422,3177.721427,3187.884614,3198.06383,3208.259123,3218.47054,3228.69813,3238.941938,3249.202013,3259.4784,3269.771144,3280.080291,3290.405886,3300.747972,3311.106595,3321.481797,3331.873621,3342.282109,3352.707303,3363.149245,3373.607975,3384.083533,3394.575959,3405.085291,3415.611567,3426.154825,3436.715102,3447.292432,3457.886852,3468.498396,3479.127098,3489.772989,3500.436103,3511.116469,3521.814118,3532.52908,3543.261381,3554.011051,3564.778115,3575.562598,3586.364524,3597.183918,3608.020801,3618.875195,3629.74712,3640.636595,3651.543639,3662.468269,3673.4105,3684.370348,3695.347827,3706.34295,3717.355729,3728.386174,3739.434297,3750.500106,3761.583608,3772.684811,3783.803721,3794.940343,3806.094681,3817.26674
0.8,2594.432986,2594.451734,2603.828745,2613.212002,2622.602035,2631.999343,2641.404395,2650.817634,2660.239478,2669.670322,2679.110542,2688.56049,2698.0205,2707.490888,2716.971953,2726.463976,2735.967222,2745.481945,2755.008379,2764.546751,2774.097271,2783.660139,2793.235545,2802.823667,2812.424674,2822.038725,2831.665974,2841.306561,2850.960625,2860.628293,2870.309688,2880.004927,2889.714121,2899.437375,2909.174789,2918.926461,2928.692482,2938.47294,2948.267921,2958.077505,2967.901771,2977.740795,2987.594649,2997.463404,3007.347128,3017.245888,3027.159748,3037.088772,3047.033021,3056.992554,3066.96743,3076.957708,3086.963442,3096.98469,3107.021505,3117.07394,3127.14205,3137.225886,3147.3255,3157.440942,3167.572264,3177.719514,3187.882743,3198.061999,3208.257331,3218.468786,3228.696413,3238.940257,3249.200366,3259.476786,3269.769563,3280.078741,3290.404367,3300.746483,3311.105135,3321.480364,3331.872216,3342.28073,3352.705951,3363.147918,3373.606672,3384.082254,3394.574703,3405.084058,3415.610356,3426.153635,3436.713933,3447.291284,3457.885724,3468.497288,3479.126008,3489.771918,3500.435049,3511.115433,3521.8131,3532.528078,3543.260397,3554.010082,3564.777162,3575.56166,3586.363602,3597.18301,3608.019908,3618.874316,3629.746255,3640.635744,3651.542801,3662.467443,3673.409687,3684.369547,3695.347038,3706.342173,3717.354964,3728.385421,3739.433555,3750.499374,3761.582887,3772.684101,3783.803021,3794.939653,3806.094001,3817.266069
0.9,2594.407314,2594.426066,2603.805133,2613.190231,2622.581918,2631.980716,2641.387113,2650.801568,2660.224515,2669.65636,2679.097489,2688.548266,2698.009032,2707.480111,2716.961808,2726.45441,2735.958189,2745.4734,2755.000285,2764.539072,2774.089976,2783.653199,2793.228934,2802.817361,2812.418651,2822.032967,2831.660461,2841.301279,2850.955557,2860.623426,2870.305009,2880.000425,2889.709784,2899.433194,2909.170756,2918.922566,2928.688718,2938.4693,2948.264398,2958.074094,2967.898465,2977.737589,2987.591538,2997.460384,3007.344194,3017.243037,3027.156976,3037.086075,3047.030395,3056.989997,3066.96494,3076.95528,3086.961076,3096.982382,3107.019252,3117.071742,3127.139904,3137.22379,3147.323452,3157.438941,3167.570307,3177.717601,3187.880872,3198.060168,3208.255539,3218.467033,3228.694696,3238.938576,3249.198719,3259.475173,3269.767982,3280.077192,3290.402848,3300.744994,3311.103674,3321.478932,3331.870811,3342.279352,3352.704598,3363.14659,3373.605369,3384.080975,3394.573447,3405.082824,3415.609145,3426.152446,3436.712764,3447.290136,3457.884596,3468.496179,3479.124918,3489.770847,3500.433996,3511.114398,3521.812082,3532.527077,3543.259412,3554.009114,3564.776209,3575.560723,3586.362679,3597.182103,3608.019015,3618.873437,3629.745389,3640.634892,3651.541962,3662.466617,3673.408874,3684.368747,3695.34625,3706.341397,3717.354199,3728.384667,3739.432812,3750.498643,3761.582166,3772.68339,3783.802321,3794.938963,3806.093321,3817.265399
1,2594.381632,2594.400389,2603.781515,2613.168455,2622.561798,2631.962086,2641.369829,2650.785501,2660.20955,2669.642396,2679.084435,2688.536041,2697.997563,2707.469333,2716.951662,2726.444843,2735.949154,2745.464855,2754.99219,2764.531393,2774.08268,2783.646259,2793.222322,2802.811055,2812.412629,2822.027209,2831.654949,2841.295996,2850.950489,2860.618558,2870.30033,2879.995922,2889.705448,2899.429013,2909.166722,2918.918671,2928.684954,2938.465661,2948.260876,2958.070682,2967.895159,2977.734383,2987.588427,2997.457364,3007.341261,3017.240186,3027.154203,3037.083378,3047.02777,3056.987441,3066.962449,3076.952853,3086.958709,3096.980073,3107.017,3117.069544,3127.137757,3137.221693,3147.321404,3157.436939,3167.56835,3177.715688,3187.879,3198.058338,3208.253748,3218.465279,3228.692979,3238.936894,3249.197072,3259.473559,3269.766401,3280.075642,3290.401329,3300.743505,3311.102214,3321.4775,3331.869406,3342.277974,3352.703246,3363.145263,3373.604066,3384.079696,3394.572191,3405.081591,3415.607933,3426.151256,3436.711595,3447.288987,3457.883467,3468.49507,3479.123828,3489.769775,3500.432943,3511.113362,3521.811064,3532.526076,3543.258427,3554.008145,3564.775256,3575.559785,3586.361757,3597.181195,3608.018121,3618.872558,3629.744524,3640.63404,3651.541123,3662.465791,3673.408061,3684.367946,3695.345461,3706.34062,3717.353434,3728.383914,3739.43207,3750.497911,3761.581445,3772.68268,3783.801621,3794.938273,3806.092641,3817.264729
2,2594.1242,2594.143001,2603.544953,2612.95044,2622.360399,2631.775634,2641.196857,2650.624718,2660.059808,2669.502675,2678.953824,2688.413726,2697.882816,2707.3615,2716.850157,2726.349138,2735.858773,2745.379369,2754.911213,2764.454574,2774.009702,2783.576834,2793.15619,2802.747977,2812.352389,2821.969611,2831.599812,2841.243157,2850.899796,2860.569875,2870.25353,2879.950889,2889.662074,2899.387202,2909.126382,2918.879719,2928.647312,2938.429258,2948.225646,2958.036564,2967.862096,2977.702322,2987.557319,2997.427162,3007.311923,3017.211672,3027.126477,3037.056403,3047.001515,3056.961874,3066.937543,3076.928579,3086.935043,3096.95699,3106.994478,3117.047561,3127.116294,3137.20073,3147.300923,3157.416923,3167.548784,3177.696554,3187.860286,3198.040029,3208.235831,3218.447741,3228.675808,3238.92008,3249.180603,3259.457424,3269.750591,3280.060147,3290.38614,3300.728612,3311.08761,3321.463177,3331.855356,3342.264189,3352.689719,3363.131988,3373.591036,3384.066904,3394.559632,3405.069258,3415.595821,3426.139359,3436.699908,3447.277504,3457.872184,3468.483981,3479.112929,3489.759062,3500.422411,3511.103007,3521.800881,3532.516063,3543.248579,3553.998458,3564.765727,3575.55041,3586.352533,3597.172118,3608.009189,3618.863766,3629.73587,3640.625521,3651.532737,3662.457534,3673.39993,3684.359939,3695.337576,3706.332854,3717.345784,3728.376378,3739.424645,3750.490596,3761.574237,3772.675577,3783.794621,3794.931374,3806.085841,3817.258025
3,2593.865325,2593.884172,2603.307544,2612.731878,2622.158613,2631.588883,2641.023645,2650.463732,2659.909892,2669.362801,2678.823079,2688.291293,2697.767964,2707.253575,2716.748569,2726.253359,2735.768327,2745.293826,2754.830184,2764.377708,2773.936683,2783.507372,2793.090024,2802.684869,2812.292123,2821.911989,2831.544654,2841.190298,2850.849086,2860.521176,2870.206715,2879.905842,2889.618689,2899.34538,2909.086032,2918.840758,2928.609662,2938.392848,2948.19041,2958.00244,2967.829028,2977.670256,2987.526206,2997.396956,3007.282582,3017.183156,3027.098748,3037.029426,3046.975257,3056.936306,3066.912634,3076.904304,3086.911375,3096.933906,3106.971954,3117.025577,3127.094829,3137.179766,3147.28044,3157.396906,3167.529216,3177.67742,3187.841571,3198.021719,3208.217913,3218.430203,3228.658637,3238.903265,3249.164133,3259.441289,3269.73478,3280.044652,3290.37095,3300.71372,3311.073007,3321.448854,3331.841305,3342.250404,3352.676193,3363.118713,3373.578006,3384.054112,3394.547072,3405.056925,3415.583708,3426.127461,3436.68822,3447.266021,3457.8609,3468.472892,3479.102031,3489.748349,3500.411879,3511.092652,3521.790699,3532.506049,3543.238731,3553.988771,3564.756198,3575.541035,3586.343308,3597.163041,3608.000256,3618.854974,3629.727217,3640.617003,3651.52435,3662.449277,3673.3918,3684.351933,3695.329691,3706.325087,3717.338134,3728.368841,3739.417221,3750.483281,3761.567029,3772.668474,3783.787621,3794.924475,3806.07904,3817.251321
4,2593.60455,2593.623445,2603.069073,2612.512666,2621.956389,2631.401812,2640.850179,2650.302537,2659.759798,2669.222774,2678.6922,2688.168742,2697.653008,2707.145556,2716.646899,2726.157507,2735.677815,2745.208224,2754.749103,2764.300797,2773.863622,2783.437873,2793.023825,2802.621731,2812.23183,2821.854342,2831.489475,2841.13742,2850.798359,2860.472461,2870.159886,2879.860783,2889.575292,2899.303547,2909.045673,2918.801788,2928.572005,2938.356431,2948.155167,2957.968311,2967.795954,2977.638185,2987.495089,2997.366747,3007.253237,3017.154636,3027.071015,3037.002446,3046.948997,3056.910734,3066.887723,3076.880026,3086.887705,3096.910819,3106.949429,3117.003591,3127.073363,3137.1588,3147.259957,3157.376889,3167.509647,3177.658286,3187.822856,3198.003408,3208.199994,3218.412664,3228.641466,3238.886449,3249.147663,3259.425153,3269.718969,3280.029156,3290.35576,3300.698827,3311.058402,3321.43453,3331.827255,3342.236619,3352.662666,3363.105438,3373.564975,3384.04132,3394.534512,3405.044591,3415.571595,3426.115563,3436.676532,3447.254537,3457.849616,3468.461803,3479.091132,3489.737635,3500.401347,3511.082297,3521.780517,3532.496036,3543.228882,3553.979084,3564.746668,3575.53166,3586.334084,3597.153964,3607.991323,3618.846183,3629.718563,3640.608484,3651.515964,3662.44102,3673.383669,3684.343926,3695.321805,3706.317321,3717.330483,3728.361305,3739.409796,3750.475966,3761.559821,3772.661371,3783.78062,3794.917575,3806.07224,3817.244617
